'Company Name', 'Internationale Vorwahl', 'Telefon', 'Telefax', 'Email', 'Internet', 'Bankverbindung', 'Straße-Adresse', 'Hausnummer', 'PLZ', 'Ort', 'Regierungsbezirk', 'Bundesland', 'Land', 'Zusätzl. Informationen', 'Rechtsform (kurz)', 'Hauptbranche WZ 2008', 'Top-Management'
ATF Orthopädietechnik GmbH,+43,01 4054643,01 405464314, office@atf-orthopaedie.at, www.atf-orthopaedie.at,N/A,Alser Straße,30,1090,Wien,Wien  9.?Alsergrund,Wien,AT,Wien,GmbH,32502Herstellung von orthopädischen Erzeugnissen,Geschäftsführer? vertritt seit 03.01.2004 gemeinsam mit einem zweiten Geschäftsführer oder gemeinsam mit einem Gesamtprokuristen.|Alexander Albert (m)f401384417#p401384417?401310744?120iconCompProfLink1976? Wien|N/A|03.01.2004|!Geschäftsführer? vertritt seit 03.01.2004 gemeinsam mit einem zweiten Geschäftsführer oder gemeinsam mit einem Gesamtprokuristen.|Florian Fielhauer (m)f401384417#p401384417?401310743?120iconCompProfLink1970? Wien|N/A|03.01.2004|!Geschäftsführer? vertritt seit 03.01.2004 gemeinsam mit einem zweiten Geschäftsführer oder gemeinsam mit einem Gesamtprokuristen.|Manuel Thell (m)f401384417#p401384417?401354621?120iconCompProfLink1976? Stockerau|N/A|03.01.2004|
ATG Agrartechnikgeräte e U,+43,0732 678566,0732 67856614, office@a-t-g.at, www.a-t-g.at,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (20320),Poststraße,2,4063,Hörsching,Linz-Land,Oberösterreich,AT,Hörsching,eK,46610Großhandel mit landwirtschaftlichen Maschinen und Geräten,Geschäftsleitung? vertritt seit 16.08.2011 selbständig|Karl Ferdinand Velechovsky (m)f402084982#p402084982?401652856?131iconCompProfLink1983? Leonding|Prokura|30.08.2011|
ATG Anlagentechnik GmbH,+43,03352 380910,03352 3809150, office@atg-anlagentechnik.at, www.atg-anlagentechnik.at,Raiffeisenbank Wechselland eGen 8241 Dechantskirchen (38041),Gustav Brunner Straße,1,7400,Oberwart,Oberwart,Burgenland,AT,Oberwart,GmbH,43220Gas-? Wasser-? Heizungs- sowie Lüftungs- und Klimainstallation,Geschäftsführer? vertritt seit 21.04.2005 selbständig|Ingenieur Christian Ritter (m)f401474517#p401474517?401474518?120iconCompProfLink1975? Oberwart|N/A|21.04.2005|
ATH Hinterhölzl GmbH,+43,07272 59002,07272 75880, office@ath-eferding.at, www.ath-eferding.at,N/A,Stroheimer Straße,2,4070,Eferding,Eferding,Oberösterreich,AT,Eferding,GmbH,47191Einzelhandel mit Waren verschiedener Art (ohne Nahrungsmittel),Geschäftsführer? vertritt seit 28.10.2009 selbständig|Herbert Hinterhölzl (m)f401975862#p401975862?401764667?120iconCompProfLink1971? Breitenaich|N/A|28.10.2009|!Geschäftsleitung? vertritt seit 28.10.2009 selbständig|Manuela Hinterhölzl (w)f401975862#p401975862?401975863?131iconCompProfLink1972? Breitenaich|Prokura|28.10.2009|
Athesia-Tyrolia Druck Gesellschaft m.b.H.,+43,0512 28291110,0512 28291158, office@athesia.at, www.athesiagruppe.com? 		  www.athesia.at,UniCredit Bank Austria AG 6020 Innsbruck (20151),Exlgasse,20,6020,Innsbruck,Innsbruck-Stadt,Tirol,AT,Innsbruck,GmbH,18120Drucken a. n. g.,Geschäftsführer? vertritt seit 29.03.2011 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Reiner Bachor (m)f400267644#p400267644?400593056?120iconCompProfLink1947? Thaur|N/A|19.04.2011|!Geschäftsführer? vertritt seit 16.12.1992 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dr. Michael Ebner (m)f400267644#p400267644?400267648?120iconCompProfLink1952|N/A|16.12.1992|!Geschäftsführer? vertritt seit 13.08.2008 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dr. Christine Mayr (w)f400267644#p400267644?401711836?120iconCompProfLink1956|N/A|23.12.2008|!Geschäftsleitung? vertritt seit 01.02.2011 gemeinsam mit einem weiteren Prokuristen oder einem Geschäftsführer|Johannes Erhard (m)f400267644#p400267644?400102785?131iconCompProfLink1958? Patsch|Prokura|02.04.2011|
ATI Arslan Technische Isolierungen GmbH,+43,02265 61326,02265 61329, office@ati-isolieren.at, www.ati-isolieren.at,Raiffeisenkasse Hausleiten registrierte Genossenschaft mit beschränkter Haftung 3464 Hausleiten (32291),Stockerauerstraße,26,3464,Hausleiten,Korneuburg,Niederösterreich,AT,Hausleiten,GmbH,43291Dämmung gegen Kälte? Wärme? Schall und Erschütterung,Geschäftsführer? vertritt seit 21.12.2011 selbständig|Mustafa Arslan (m)f402228743#p402228743?402145487?120iconCompProfLink1978? Hausleiten|N/A|21.12.2011|
Atikon EDV & Marketing GmbH,+43,0732 611266,0732 61126620, info@atikon.com, www.atikon.com,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (20320),Kornstraße,4,4060,Leonding,Linz-Land,Oberösterreich,AT,Leonding,GmbH,62090Erbringung von sonstigen Dienstleistungen der Informationstechnologie,Geschäftsführer? vertritt seit 10.08.2007 selbständig|Mag. Johann Aglas (m)f401187552#p401187552?401481750?120iconCompProfLink1965? Wilhering|N/A|29.09.2007|!Geschäftsführer? vertritt seit 12.12.2011 selbständig|Markus Danninger (m)f401187552#p401187552?401417049?120iconCompProfLink1973? Mönchdorf|N/A|17.12.2011|!Geschäftsführer? vertritt seit 26.10.2000 selbständig|Mag. Markus Grund (m)f401187552#p401187552?401187553?120iconCompProfLink1968? Reith|N/A|26.10.2000|!Geschäftsleitung? vertritt seit 23.09.2014 selbständig|Stefan Seifert (m)f401187552#p401187552?402450175?131iconCompProfLink1982|Prokura|02.10.2014|
Atilla Danisman,+43,01 6152347,01 6152311, info@danisman.at, www.danisman.at,UniCredit Bank Austria AG 1010 Wien (12000),Laxenburger Straße 365 Objekt,C,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,Andere Rf,46310Großhandel mit Obst? Gemüse und Kartoffeln,N/A
ATILLA Spedition GmbH,+43,07711 2845,N/A, N/A,N/A,N/A,Suben,15,4975,Suben,Schärding,Oberösterreich,AT,Suben,GmbH,52291Spedition,Geschäftsführer? vertritt seit 03.02.2007 gemeinsam mit einem weiteren Geschäftsführer|Atilla Neset Fincancioglu (m)f401592876#p401592876?401592877?120iconCompProfLink1966? Suben|N/A|03.02.2007|!Geschäftsführer? vertritt seit 03.02.2007 gemeinsam mit einem weiteren Geschäftsführer|Johann Luxbauer (m)f401592876#p401592876?400132134?120iconCompProfLink1954? Diersbach|N/A|03.02.2007|
ATL Schwerlast & Transporte e.U.,+43,07237 65753,07237 6575320, office@atl-logistics.at, www.atl-logistics.at,Raiffeisenbank Perg reg.Gen.m.b.H. 4222 St. Georgen an der Gusen (34524),Mauthausnerstrasse,11,4222,St. Georgen an der Gusen,Perg,Oberösterreich,AT,St. Georgen an der Gusen,eK,49410Güterbeförderung im Straßenverkehr,N/A
Atlas Copco Gesellschaft m.b.H.,+43,01 760120,01 76012271, kompressoren@at.atlascopco.com, www.atlascopco.com? 		  www.atlascopco.at,UniCredit Bank Austria AG 1030 Wien (20151),Office Park,1,1300,Wien - Flughafen,Wien-Umgebung,Wien,AT,Wien - Flughafen,GmbH,46630Großhandel mit Bergwerks-? Bau- und Baustoffmaschinen,Geschäftsführer? vertritt seit 04.11.2015 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Alex Christiaan J. Bongaerts (m)f400000217#p400000217?402542064?120iconCompProfLink1960? Wien - Flughafen|N/A|31.12.2015|!Geschäftsführer? vertritt seit 11.08.2014 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Richard Jeske (m)f400000217#p400000217?402420283?120iconCompProfLink1966? Wien - Flughafen|N/A|26.03.2014|!Geschäftsleitung? vertritt seit 01.07.2013 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Gabriele Becker (w)f400000217#p400000217?401302940?131iconCompProfLink1961? Wien - Flughafen|Prokura|26.03.2014|!Geschäftsleitung? vertritt seit 08.04.2014 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Carl Johan Forstorp (m)f400000217#p400000217?402423593?131iconCompProfLink1973? Wien - Flughafen|Prokura|12.04.2014|!Geschäftsleitung? vertritt seit 11.08.2014 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Peter Fuchs (m)f400000217#p400000217?402451426?131iconCompProfLink1968? Wien - Flughafen|Prokura|09.10.2014|!Geschäftsleitung? vertritt seit 08.04.2014 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Dipl.Ing. Marcus Illmeyer (m)f400000217#p400000217?402423592?131iconCompProfLink1970? Wien - Flughafen|Prokura|12.04.2014|!Geschäftsleitung? vertritt seit 12.05.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Gesamtprokuristin/Gesamtprokuristen|Michael Khang (m)f400000217#p400000217?401974519?131iconCompProfLink1969? Wien - Flughafen|Prokura|24.05.2016|!Geschäftsleitung? vertritt seit 08.04.2014 gemeinsam mit einem Geschäftsführer oder einem weiteren Gesamtprokuristen|Ingenieur Franz Kriz (m)f400000217#p400000217?402423591?131iconCompProfLink1963? Wien - Flughafen|Prokura|12.04.2014|
Atlas Gemeinnützige Wohnungs- und Siedlungsgenossenschaft, registrierte Genossenschaft mit beschränkter Haftung,+43,02236 220490,02236 2204953, info@atlas-wohnbau.at, www.atlas-wohnbau.at,Sparkasse Baden 2500 Baden bei Wien? UniCredit Bank Austria AG 2500 Baden bei Wien? RAIFFEISENBANK BADEN reg.Gen.m.b.H. 2504 Sooß? HYPO NOE Landesbank AG 2500 Baden bei Wien (20205? 11990? 32045? 53000),Triester Straße,10,2351,Wr. Neudorf,Mödling,Niederösterreich,AT,Wr. Neudorf,eG/SCE,41201Bau von Gebäuden (ohne Fertigteilbau),Vorstand? Mitglied vertritt seit 21.07.2003 gemeinsam mit einem weiteren Vorstandsmitglied oder einem Prokuristen|Anton Bosch (m)f400026822#p400026822?400285324?113iconCompProfLink1951? Leobersdorf|N/A|16.09.2003|!Vorstand? Mitglied vertritt seit 09.06.2016 gemeinsam mit einem weiteren Vorstandsmitglied oder einer/einem Prokuristin/Prokuristen|Gerald Pichler (m)f400026822#p400026822?401509259?113iconCompProfLink1975? Siebenhaus|N/A|05.08.2016|!Vorstand? Mitglied vertritt seit 26.06.2001 gemeinsam mit einem weiteren Vorstandsmitglied oder einem Prokuristen|Dr.jur. Martin Prokopp (m)f400026822#p400026822?400732671?113iconCompProfLink1964? Baden bei Wien|N/A|06.09.2001|!Vorsitzender? Präsident? Obmann vertritt seit 13.10.1972 gemeinsam mit einem weiteren Vorstandsmitglied oder einem Prokuristen|Wilfried Frankmann (m)f400026822#p400026822?400774741?140iconCompProfLink1939? Baden bei Wien|N/A|23.07.1994|
ATLASREISEN GmbH,+43,01 7141636,N/A, office1080@atlasreisen.at, www.gulliversreisen.at,Erste Bank der oesterreichischen Sparkassen AG 1010 Wien (20111),Industriezentr.NÖ Süd?Straße,3,2355,Wr. Neudorf,N/A,Niederösterreich,AT,Wr. Neudorf,GmbH,79110Reisebüros,Geschäftsführer? vertritt seit 02.04.2007 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Thomas Schmid (m)f401206917#p401206917?400279475?120iconCompProfLink1965? Wr. Neudorf|N/A|06.04.2007|!Geschäftsführer? vertritt seit 03.07.2009 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Michael Sorre (m)f401206917#p401206917?401460846?120iconCompProfLink1973? Wr. Neudorf|N/A|07.07.2009|
ATM Recyclingsystems GmbH,+43,03573 275270,03573 27527390, office@atm-recyclingsystems.com, www.atm-recyclingsystems.com,Steiermärkische Bank und Sparkassen Aktiengesellschaft 8720 Knittelfeld (20815),Josef-Ressel-Gasse,8,8753,Fohnsdorf,Judenburg,Steiermark,AT,Fohnsdorf,GmbH,28290Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.,Geschäftsführer? vertritt seit 07.07.2006 selbständig|Mag. Alexander Kügele (m)f401295934#p401295934?400458027?120iconCompProfLink1960? Klagenfurt|N/A|20.07.2006|!Geschäftsführer? vertritt seit 07.06.2002 selbständig|Ingenieur Claus Kügele (m)f401295934#p401295934?400925551?120iconCompProfLink1965? Wolfsberg|N/A|07.06.2002|!Geschäftsleitung? vertritt seit 07.11.2013 selbständig|Paul Karner (m)f401295934#p401295934?400810605?131iconCompProfLink1975? Spielberg bei Knittelfeld|Prokura|18.04.2014|!Geschäftsleitung? vertritt seit 09.10.2006 selbständig|Alfred Ortner (m)f401295934#p401295934?401586869?131iconCompProfLink1967? Dietersdorf|Prokura|03.01.2007|
Atmos Lichttechnik Gesellschaft m.b.H.,+43,07229 743200,07229 7432030, traun@atmos.at, www.atmos.at,Oberbank AG? Zweigniederlassung Wien 1030 Wien (15150),Dobrowksygasse,6,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,GmbH,46470Großhandel mit Möbeln? Teppichen? Lampen und Leuchten,Geschäftsführer? vertritt seit 24.01.2008 gemeinsam mit einem weiteren Geschäftsführer oder einem Gesamtprokuristen|Wolfgang Mayr (m)f400301194#p400301194?400198048?120iconCompProfLink|N/A|07.02.2008|!Geschäftsführer? vertritt seit 18.08.2000 selbständig|Alexander Urschitz (m)f400301194#p400301194?400476653?120iconCompProfLink1969? Maria Enzersdorf|N/A|15.07.2004|
aTmos Lüftungs- und Industrieverglasungssysteme Gesellschaft m.b.H.,+43,01 6624900,01 662490030, office@atmos.at, www.atmos.at,Oberbank AG? Zweigniederlassung Wien 1030 Wien (15150),Dobrowskygasse,6,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,GmbH,27400Herstellung von elektrischen Lampen und Leuchten,Geschäftsführer? vertritt seit 18.08.2000 selbständig|Alexander Urschitz (m)f400035435#p400035435?400476653?120iconCompProfLink1969? Maria Enzersdorf|N/A|15.07.2004|!Geschäftsführer? vertritt seit 02.03.2005 selbständig|Anton Urschitz (m)f400035435#p400035435?400146029?120iconCompProfLink1934? Maria Enzersdorf|N/A|11.03.2005|
atms Telefon- und Marketing Services GmbH,+43,0800 2404010,0810 400590, service@atms.at, www.atms.at,UniCredit Bank Austria AG 1030 Wien (20151),SATURN Tower? Leonard-Bernstein-Str.,10,1220,Wien,Wien 22.?Donaustadt,Wien,AT,Wien,GmbH,82200Call Center,Geschäftsführer? vertritt seit 19.02.2009 selbständig|Mag. Markus Buchner (m)f401209331#p401209331?401667313?120iconCompProfLink1972? Wien|N/A|06.03.2009|!Geschäftsführer? vertritt seit 11.11.2016 selbständig|Thomas Lang (m)f401209331#p401209331?402594774?120iconCompProfLink1967? Wien|N/A|07.12.2016|!Geschäftsleitung? vertritt seit 19.02.2009 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Lorenz Aberle (m)f401209331#p401209331?401723963?131iconCompProfLink1968? Wien|Prokura|06.03.2009|!Geschäftsleitung? vertritt seit 01.06.2015 selbständig wobei die Vertretungsbefugnis beschränkt ist auf die Zweigniederlassung 001.|Dipl.Ing. Gerald Eigenstuhler (m)f401209331#p401209331?402491414?131iconCompProfLink1974|Prokura|11.06.2015|!Geschäftsleitung? vertritt seit 01.04.2014 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Markus Scherer (m)f401209331#p401209331?402425388?131iconCompProfLink1975? Wien|Prokura|24.04.2014|
ATOS Group GmbH,+43,07672 22233,07672 2223344, office@omnibushandel.at, www.omnibushandel.at,N/A,Unterkriech,34,4845,Rutzenmoos,Gmunden,Oberösterreich,AT,Rutzenmoos,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 01.06.2016 selbständig|Stefan Schiemer (m)f400888152#p400888152?402567140?120iconCompProfLink1977? Attersee|N/A|01.06.2016|!Geschäftsleitung? vertritt seit 07.04.2011 selbständig|Michael Schiemer (m)f400888152#p400888152?402069851?131iconCompProfLink1978|Prokura|20.04.2011|!Geschäftsleitung? vertritt seit 07.04.2011 selbständig|Philip Schiemer (m)f400888152#p400888152?402069852?131iconCompProfLink1982|Prokura|20.04.2011|
ATOTECH Österreich GmbH,+43,02231 682400,01 97925230, office@atotech.at, www.atotech.com,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 8010 Graz? UniCredit Bank Austria AG 1030 Wien (14000? 20151),Linzer Straße,63,3002,Purkersdorf,Wien-Umgebung,Niederösterreich,AT,Purkersdorf,GmbH,46903Großhandel mit Fertigwaren? ohne ausgeprägten Schwerpunkt,Geschäftsführer? vertritt seit 01.01.2016 selbständig|Hartmut Rapp (m)f400004338#p400004338?402544264?120iconCompProfLink1968|N/A|16.01.2016|
ATP Antriebstechnik PEISSL GmbH,+43,07243 51472,07243 5147210, office@atp-antriebstechnik.at, www.atp-antriebstechnik.at,Oberbank AG 4614 Marchtrenk (15133),Carl-Auer-von-Welsbach-Straße,6,4614,Marchtrenk,Wels-Land,Oberösterreich,AT,Marchtrenk,GmbH,45310Großhandel mit Kraftwagenteilen und -zubehör,Geschäftsführer? vertritt seit 15.09.1992 selbständig|Ingenieur Wolfgang Peißl (m)f400540387#p400540387?400136085?120iconCompProfLink1954? Weißkirchen an der Traun|N/A|15.09.1992|
ATP Innsbruck Planungs GmbH,+43,0512 53700,0512 53702194, info_ibk@atp.ag, www.atp.ag,UniCredit Bank Austria AG 6020 Innsbruck (20151),Heiliggeiststraße,16,6010,Innsbruck,N/A,Tirol,AT,Innsbruck,GmbH,71111Architekturbüros für Hochbau,Geschäftsführer? vertritt seit 12.04.2007 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Gerald Hulka (m)f401227182#p401227182?401317307?120iconCompProfLink1961? Innsbruck|N/A|26.04.2007|!Geschäftsführer? vertritt seit 27.01.2006 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Robert Kelca (m)f401227182#p401227182?401244003?120iconCompProfLink1964? Lans|N/A|14.02.2006|!Geschäftsleitung? vertritt seit 01.08.2015 gemeinsam mit einem Geschäftsführer|Dipl.Ing. Martin Lukasser (m)f401227182#p401227182?402500949?131iconCompProfLink1968? Tulfes|Prokura|14.08.2015|!Geschäftsleitung? vertritt seit 10.03.2005 gemeinsam mit einem Geschäftsführer|Dipl.Ing. Alois Salzburger (m)f401227182#p401227182?401477082?131iconCompProfLink1966|Prokura|07.05.2005|
ATP Wien Planungs GmbH,+43,01 711640,01 71164660, info_vie@atp.ag? 		info_vie@atp.co.at, www.atp.ag? 		  www.atp.co.at,UniCredit Bank Austria AG 1030 Wien (20151),Landstraßer Hauptstraße,99,1030,Wien,Wien  3.?Landstraße,Wien,AT,Wien,GmbH,71111Architekturbüros für Hochbau,Geschäftsführer? vertritt seit 02.10.2013 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Werner Kahr (m)f400525153#p400525153?401655490?120iconCompProfLink1969? Wien|N/A|15.10.2013|!Geschäftsführer? vertritt seit 02.10.2013 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Horst Reiner (m)f400525153#p400525153?401491279?120iconCompProfLink1959? Wien|N/A|15.07.2005|!Geschäftsleitung? vertritt seit 02.10.2013 gemeinsam mit einem Geschäftsführer|Dipl.Ing. Martin Krautgartner (m)f400525153#p400525153?402391703?131iconCompProfLink1970? Sinnersdorf|Prokura|15.10.2013|
ATP - GRILL GmbH.,+43,03862 234010,03862 26310, office@kfz-grill.at, kfz-grill.at,UniCredit Bank Austria AG 1010 Wien? Volksbank Steiermark Mitte AG Zws.Bruck an der Mur 8055 Bruck an der Mur? Steiermärkische Bank und Sparkassen Aktiengesellschaft 8600 Bruck an der Mur (12000? 44770? 20805),Grazer Straße,56,8605,Kapfenberg,Bruck an der Mur,Steiermark,AT,Kapfenberg,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 15.05.1991 selbständig|Anja Grill-Appel (w)f400340798#p400340798?400650890?120iconCompProfLink1967? Bruck an der Mur|N/A|13.05.2011|!Geschäftsleitung? vertritt seit 11.08.2006 selbständig|Andreas Appel (m)f400340798#p400340798?401563757?131iconCompProfLink1967? Bruck an der Mur|Prokura|15.08.2006|!Geschäftsleitung? vertritt seit 29.04.2011 selbständig|Renate Kebritsch (w)f400340798#p400340798?402073076?131iconCompProfLink1962? Kapfenberg|Prokura|13.05.2011|
ATR Anlagentechnik Rumetshofer GmbH,+43,07252 37704,07252 377044, office@anlagentechniker.at, www.anlagentechniker.at,N/A,Ennser Straße,82,4407,Dietach,Steyr(Stadt),Oberösterreich,AT,Dietach,GmbH,28290Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.,Geschäftsführer? vertritt seit 06.08.2005 selbständig|Johann Rumetshofer (m)f401494902#p401494902?400726142?120iconCompProfLink1962? Wallsee|N/A|06.08.2005|!Geschäftsleitung? vertritt seit 01.06.2016 selbständig|Heidemarie Rumetshofer (w)f401494902#p401494902?402568308?131iconCompProfLink1964? Wallsee|Prokura|08.06.2016|
ATRA Industriebereifung GmbH,+43,02262 75840,02262 63727, office@atra.at, www.atra.at,RAIFFEISENBANK KORNEUBURG reg.Gen.m.b.H. 2100 Korneuburg? UniCredit Bank Austria AG 1030 Wien (32395? 20151),Industriestraße,2,2100,Korneuburg,Korneuburg,Niederösterreich,AT,Korneuburg,GmbH,45310Großhandel mit Kraftwagenteilen und -zubehör,Geschäftsführer? vertritt seit 11.11.2005 selbständig|Sabine Kumhofer (w)f400037125#p400037125?401513776?120iconCompProfLink1971? Höflein|N/A|17.11.2005|
ATRIUM Bauträger GmbH,+43,05574 84444,05574 844447, office@atrium.at, www.atrium.at,N/A,Montfortplatz,2,6923,Lauterach,Bregenz,Vorarlberg,AT,Lauterach,GmbH,41103Bauträger für Wohngebäude,Geschäftsführer? vertritt seit 15.12.2000 selbständig|Jeannot Fink (m)f401195799#p401195799?400772838?120iconCompProfLink1965? Hard|N/A|15.12.2000|!Geschäftsführer? vertritt seit 15.12.2000 selbständig|Reinhard Warger (m)f401195799#p401195799?400772833?120iconCompProfLink1957? Bregenz|N/A|15.12.2000|
ATS-Technical Solutions GmbH,+43,07259 349000,07259 3490044, info@ats.at, www.ats.at,Raiffeisenbank Ennstal eGen 4452 Ternberg (34080),Graben,6,4421,Aschach an der Steyr,Steyr-Land,Oberösterreich,AT,Aschach an der Steyr,GmbH,46750Großhandel mit chemischen Erzeugnissen,Geschäftsführer? vertritt seit 01.01.2012 selbständig|Rene Außermayr (m)f401698606#p401698606?402275249?120iconCompProfLink1987? Ternberg|N/A|10.01.2012|
